,prop_id,prop_id.1,prop_name.1,primary_commodity,mo_source_date,mo_yr_source_date,mine_type1,mine_type2,mine_type3,commodities_list,state_province,snl_global_region,latitude,longitude,coordinate_accuracy,distance_from,location_comments,locale,district,country/region_pol_risk,country/region_op_risk,country/region_sec_risk,country/region_ter_risk,millhead_grade_g_per_tonne,millhead_grade_g_per_cubic_m,millhead_grade_pct,millhead_grade_ct_per_tonne,millhead_grade_ct_per_cubic_m,recov_rate,production_capacity_oz,production_capacity_tonne,production_capacity_lb,production_capacity_ct,num_royalty_owners,owner_list,num_royalty_holders,royalty_holder_list,cash_cost_per_oz,cash_cost_per_tonne,cash_cost_per_lb,cash_cost_per_ct,total_production_cost_per_oz,total_production_cost_per_tonne,total_production_cost_per_lb,total_production_cost_per_ct,all_in_sustaining_cost_per_oz,all_in_sustaining_cost_per_tonne,all_in_sustaining_cost_per_lb,all_in_sustaining_cost_per_ct,start_up_yr,start_up_calendar_qtr,proj_start_up_yr,proj_start_up_qtr,actual_closure_yr,actual_closure_qtr,proj_closure_yr,proj_closure_qtr,mill_capacity_tonnes_per_day,mill_capacity_tonnes_per_year,mill_capacity_cubic_m_per_day,mill_capacity_cubic_m_per_year,stripping_ratio,waste_to_ore_ratio,mining_methods,processing_methods,production_forms,mining_processing_cost_per_metric_tonne,mining_processing_cost_per_cubic_m,amt_capital_invested,capital_cost_announced_date,capital_cost_proj_completion_date,capital_cost_completion_date,capital_cost_type,capital_cost_comments,capital_improvement_yr,owner_name,current_owner_common_name,current_owner_company_name_abbrev,owner_type,owner_pct,current_controlling_own_pct,owner_hq,owner_city_state,owner_location,owner_frgn_province,owner_country,owner_global_region,prop_name,also_known_as,country_name,actv_status,dev_stage,yr_source_date,resv_metal_tonnage (mt),grade (%),production (mt),resource (milion mt),resource nickel contained (milion mt),resv_ore_tonnage (mt),remark,production_capacity_openpit,production_capacity_underground,production_capacity,productiion_to_capacity,mine_life,country/region_overall_risk,prob_shutdown,current_stage
918,30487.0,30487.0,Oktyabrsky,Nickel,3.0,03/2021,Underground,,,"Nickel,Copper,Palladium,Platinum,Rhodium",Krasnoyarskiy kray,Europe,69.52435,88.34008,Exact,20 km NNE of Norilsk,,,,2.0,3.0,2.0,2.0,,,,,,,,,,,1.0,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel (Owner) 100%,,,,,,,,,,,,,,,1997.0,,,,,,,,,,,,,,Underground,,Concentrate,,,,2009-12-10,,,New Zone Development,"In December 2009, Interfax reported that Norilsk planned to invest $426 million (12.9 billion rubles) at the Polar branch of mines including development of the Bolshoi Gorst section of the Oktyabrskoye deposit which would supply 300,000 mt/y of ore. (Interfax 12/10/09)",2009.0,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Nornickel,,100.0,100.0,Moscow,"Moscow, Moskva",Moscow [RU],Moskva,Russia,Europe,Oktyabrsky,"Buribay, Oktabrsky, Oktyabrskoe, Oktyabrskoye, Oktyabrsky, Oktyabsky, Polar Division, Taimyr, Talnakhskoye",Russia,Active,Satellite,2021.0,550.515,0.735,,,,74900.0,1,46630.8869800727,41003.568129875115,30137.62257545821,,,9.0,0.531441,Construction-stage
921,28543.0,28543.0,Onca Puma,Nickel,10.0,10/2021,Open Pit,,,"Nickel,Iron Ore",Pará,Latin America and Caribbean,-6.57399,-51.09138,Exact,20 km N of Ourilândia do Norte,Onca Puma is located 150 km from rail facilities and 100 km from a hydroelectrical source.  (NM 10/29/01),,,2.0,2.0,2.0,1.0,,,,,,,,,,,1.0,Vale S.A. (Owner) 100%,,,,,,,,,,,,,,,2011.0,1.0,2011.0,1.0,,,2067.0,,,,,,,,Open Pit,Smelting,Matte,,,2840000.0,2004-12-16,2011-01-01,2011-01-25,Initial Capital Cost,"As of March 2011, total capital costs were expected to be $2.84 billion, of which $146 million would be spent in 2011 during the ramp up of operations. (BNA 3/14/11)_x000D_
	In April 2010, Vale reported total capital costs at Onca Puma to be $2.6 billion. (Vale SA 12/09 20F 4/29/10)_x000D_
	In April 2008, the total investment estimate in the Onca Puma nickel project was increased by about 60% to $2.3 billion. A third of nearly $900 million in the capex increase stemmed from the currency effect and the rest from rising costs of equipment and electromechanical assembly. (G&M 4/28/08)_x000D_
	In October 2007, CVRD estimated capital costs to be $1.4 billion, with $581 million allocated to 2008.  (CVRD PR 10/11/07)_x000D_
	During calendar year 2006, CVRD approved investment in the project with an estimated budget of $1.437 billion; $613 million of this amount was earmarked for expenditure during 2007 and $64 million had been capitalized during 2006. The operational startup date was set in the fourth quarter of 2008. (CVRD PR 1/26/07)_x000D_
	In August 2005, Capital costs of the initial single-line plant was projected at $762 and a second line would then be constructed over the following two years at a cost of $352 million. (BNA 8/4/05)_x000D_
	In February 2005, capital costs were estimated at $750 million. It was reported that offtake agreements would secure debt financing for the project. Canico was getting advice from CIBC World Markets and Barclays Bank, which, in turn had appointed AMEC to conduct due diligence on Hatch's engineering work. (NM 2/21/05)_x000D_
   	A November 2003 scoping study on Onca Puma estimated capital costs of $560 million. (MiningNews.net 12/16/04)",2011.0,Vale S.A.,Vale SA,Vale,,100.0,100.0,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro [BR],Rio de Janeiro,Brazil,Latin America and Caribbean,Onca Puma,"Jaguar Puma, Onca-Puma, Puma Ounce",Brazil,Active,Operating,2021.0,1846790.0,1.63,4494.0,225.478,3501942.0,113300000.0,Anglo American AnnRpt 2019 (Reserves and Resources)Vale AnnRpt 2019 (Form 20-F),12061746.635504441,5487579.785077335,19660647.015872236,0.00022857843876511027,410.9457053849577,7.0,0.11764899999999996,Operating-stage
925,27672.0,27672.0,Ontario Division,Nickel,8.0,08/2021,Underground,Open Pit,,"Nickel,Copper,Rhodium,Cobalt,Platinum,Palladium,Gold,Silver",Ontario,United States and Canada,46.49222,-81.06667,Exact,400 km NW of Toronto,,,Sudbury,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,Vale S.A. (Owner) 100%,1.0,Wheaton Precious Metals Corp. (Streaming),,,,,,,,,,,,,1885.0,,1994.0,,1986.0,,2043.0,,,,,,,,Underground,"Flotation, Grinding","Anodes, Cathodes, Concentrate, Matte",,,196000.0,2010-11-17,,,Major Purchase,"In November 2010, Vale announced that it would invest $196 million (C$200 million) at the Clarabelle mill at Sudbury to improve recoveries by 3-4%. The investment would include construction of a new building at the current mill site and implementation of a new flotation system. Engineering work was under way and Vale expected to begin construction on the project in the March 2011 quarter, with completion scheduled for 2012. (Vale PR 11/17/10)",2010.0,Vale S.A.,Vale SA,Vale,,100.0,100.0,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro [BR],Rio de Janeiro,Brazil,Latin America and Caribbean,Ontario Division,"153, 170, Blezard, Clarabelle Mill, Clydach, Coleman, Copper Cliff, Copper Cliff North, Copper Cliff South, Crean Hill, Creighton, Ellen, Frood, Garson, Gertrude, Kelly Lake, McC, McCreedy, McCreedy Sudbury (VALE), East, Murray, Shebandowan, Stobie, Sudbury, Totten, Victor",Canada,Active,Operating,2021.0,801780.0,1.38,61639.0,58.1,801780.0,58100000.0,"Clow et al., 2011Vale AnnRpt 2019 (Form 20-F)",6615561.761026046,3196260.842037194,4410839.962011327,0.013974435828746967,13.00767371307127,4.0,0.0040960000000000015,Operating-stage
953,27656.0,27656.0,Phoenix,Nickel,5.0,05/2015,Open Pit,Underground,,"Nickel,Copper,Palladium,Platinum,Gold,Silver,Cobalt",North-East,Africa,-21.2125,27.77139,Exact,14 km N of Selkirk,THE PHOENIX IS 15 KM AWAY FROM TATI'S MINING OPERATIONS NEAR FRANCISTOWN.  (MB 10/8/92),,,1.0,2.0,1.0,0.0,,,,,,,,,,,2.0,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel (Venturer) 85%; Government of Botswana (Venturer) 15%,,,,,,,,,,,,,,,1995.0,4.0,1995.0,2.0,,,2016.0,,36400.0,12000000.0,,,,,Open Pit,"Dense Media Separation, Grinding, Hydrometallurgical, Oxidation","Concentrate, Matte",,,15000.0,1992-01-01,,2005-10-01,Initial Capital Cost,"Since Tati started working on the deposit in 1990, almost $20 million (R71.5 million) had been spent on exploration/feasibility studies and the establishment of the mine and plant.  Financing for the project came largely from the positive cashflow of the Selkirk mine with the remainder from local banks.  (MB 10/12/95)   	Estimated capital costs for the mine were approximately $15 million (Pula 34 million).   (E&MJ 6/95)_x000D_
	THE ESTIMATED COST TO BRING THE PROJECT ONSTREAM IN 1992 WAS $18.8 MILLION.  AT THE TIME, TATI WAS CONSIDERING USING A CONTRACTOR FOR THE OPERATION.  (PC 1/92)",2005.0,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Nornickel,Venturer,85.0,100.0,Moscow,"Moscow, Moskva",Moscow [RU],Moskva,Russia,Europe,Phoenix,"Pinagare, Tati Nickel, Tekwane",Botswana,Active,Operating,2015.0,16200.0,0.15,1700.0,116.756,241500.0,10800000.0,,240873.96186292294,135404.48689600147,36131.09427943844,0.04705088605543396,9.529411764705882,4.0,0.0040960000000000015,Operating-stage
959,28931.0,28931.0,Pinares de Mayari,Nickel,7.0,07/2007,Open Pit,,,"Nickel,Cobalt",Holguín,Latin America and Caribbean,20.56505,-75.70294,Exact,10 km SSW of Mayari; 68 km SE of Holguin,,,,2.0,3.0,1.0,0.0,,,,,,,,,,,1.0,Cubaniquel (Owner) 100%,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,Open Pit,,,,,500000.0,1996-01-23,,,Initial Capital Cost,The estimated overall cost for the project is more than $500 million.  (FT 1/23/96),1996.0,Cubaniquel,Cubaniquel,Cubaniquel,,100.0,100.0,Havana,Havana,Havana [CU],,Cuba,Latin America and Caribbean,Pinares de Mayari,,Cuba,Inactive,Feasibility,2007.0,4400000.0,1.14,,200.0,2000000.0,385964912.2807018,Porter Geoscience website (status 2000),18712598.244171403,7624232.421011505,21332361.9983554,,,6.0,0.04665599999999999,Feasibility-stage
969,27169.0,27169.0,Polar Division,Nickel,5.0,05/2021,Underground,Open Pit,Tailings,"Nickel,Copper,Palladium,Rhodium,Platinum,Cobalt,Gold,Osmium,Iridium,Ruthenium,Silver,Selenium,Tellurium",Krasnoyarskiy kray,Europe,69.28199,88.16999,Exact,80 km E of Dudinka,"Polar is located on the Taimyr Peninsula in Russia, above the Arctic Circle, and is linked to suppliers and customers through transportation via the Yenisei River, the Northern Sea Route, and by air. (Norilsk 12/14 AR May 15, 2015)_x000D_
   Norilsk is located well inside the Arctic Circle at the same elevation as Innuvik in the Northwest Territories.  The climate is so inhospitable that they have not been able to build any roads or railroads from the mainland so all supplies have to be either flown in or shipped in by ocean freighters that are reinforced for ice conditions.  (NM 10/21/91)_x000D_
	The average temperature in Norilsk is -14 C, while in winter the temperature can fall to -56 C, with wind velocity reaching 150 km/h. It heavily snows for about 7-9 months in a year. (Norilsk website 9/99)",,,2.0,3.0,2.0,2.0,,,,,,,,,,,1.0,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel (Owner) 100%,,,,,,,,,,,,,,,1939.0,,,,,,2037.0,,51515.0,17000000.0,,,,,"Cut & Fill Stoping, Open Pit, Sublevel Caving, Tailings, Underground","Crushing, Flotation, Gravity, Grinding, Smelting","Cathodes, Concentrate, Granules, Matte, Powder",,,2000000.0,2010-05-20,2025-01-01,,Initial Capital Cost,"The Maslovskoe deposit alone would cost $2 billion including $1.5 billion for mines and infrastructure, $260 million for a plant, and $128    In May 2010, Norilsk announced that it was planned to increase ore production from the Polar Division from 16 million mt/y to 30 million mt/y by 2025.  Part of the increase would come from expanding the Skalisty mine to 2.4 million mt/y and the Zapolyamy mine to 3.6 million mt/y and development of the Maslovskoye deposit which could produce 7.5 million mt/y of ore by 2023. (Norilsk PR 5/18/10)",2025.0,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Nornickel,,100.0,100.0,Moscow,"Moscow, Moskva",Moscow [RU],Moskva,Russia,Europe,Polar Division,"Glubokij, Khalilskaya, Khalilsky, Komsomol, Komsomolskaya, Komsomolski, Komsomolskiy, Komsomolsky, Komsomoly, Kulymbinskaya, Kulyumbinskiy, Lebyazhninskaya, Lebyazhye, Lighthouse, Mayak, Medvezhi Ruchey, Medvezhii Ruchei, Medvezhy Ruchey, Mogenskaya, Mogensky, Nade, Nadezdinskom, Nadezhda, Nirungdinskaya, Nirungdinsky, Nirunglinskaya, Nizhne-halilskaya, Nizhne-Khalilskaya, Nizhne-Khalilsky, Norilsk, Norilsk-1, October, Oktabrsky, Oktyabrski, Oktyabrskoye, Oktyabrsky, Otkatocnymi, Prohodceskom, Razvedochnaya, Razvedochny, Rocky, Severnaya 3, Severnaya 4, Severnij, Skalistaya, Skalistly, Skalisty, Taimyr, Taimyrski, Taimyrsky, Talnahskoe, Talnakh, Talnakhskoe, Talnakhskoye, Taymir, Taymir Peninsula, Taymyr, Vladikavkaz, Vuruchuayvench Field, Yuzhno-Khalilskaya, Yuzhno-Norilskaya, Zakladocnymi, Zapolyarnaya, Zapolyarny",Russia,Active,Operating,2021.0,5872000.0,1.12,242880.0,,,663128000.0,Mechel Steel AnnRpt 2011Norilsk Nickel Production Statement 2019,26135418.958727792,10142313.752018617,11359391.402260853,0.021381427173260335,24.176548089591567,9.0,0.531441,Operating-stage
970,31089.0,31089.0,Pomalaa,Nickel,7.0,07/2021,Open Pit,,,"Nickel,Iron Ore,Cobalt,Magnesium",Sulawesi Tenggara,Asia-Pacific,-4.23359,121.60422,Exact,20 km S of Kolaka,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,PT Aneka Tambang Tbk (Owner) 100%,,,,,,,,,,,,,,,1938.0,,,,,,,,,,,,,,Open Pit,Smelting,,,,300000.0,2009-03-15,,,Major Purchase,"By the end of 2009, PT Indika Energy Tbk withdrew from the coal-fired power plant project. Antam and Nava Bharat were continuing with the project._x000D_
	In March 2009, Antam selected a consortium of PT Nava Bharat Indonesia and PT Indika Energy Tbk to complete construction of a coal-fired power plant at Pomalaa. The $300 million plant will have a generating capacity of 150 MW, an upgrade from the current 102 MW diesel-fired power plant at the project. (Antam 12/09 PFR 2/26/10)",2009.0,PT Aneka Tambang Tbk,PT Aneka Tambang Tbk,Antam,,100.0,100.0,Jakarta,"Jakarta, Jakarta Raya",Jakarta [ID],Jakarta Raya,Indonesia,Asia-Pacific,Pomalaa,"Batu Kilat, Feni III, FeNi IV, Gee Mine, Maniang, Mornopo, P3FP, Pakal, Pakal Island, Pulau Pakal, Sangaji, Sitallo, Tambea, Tanjung Buli, WSPM014, WSPM015, WSPM016, WSPM017",Indonesia,Active,Operating,2021.0,263533.0,1.86,26352.0,,,179990000.0,https://www.mining-technology.com/marketdata/five-largest-nickel-mines-indonesia-2020/,18595058.33072324,8114775.867456442,34586808.49514523,0.0007619089805206772,10.000493321190042,8.0,0.2621440000000001,Operating-stage
977,33504.0,33504.0,Premiere Ridge,Nickel,3.0,03/2009,Underground,,,"Nickel,Copper,Cobalt,Platinum,Palladium",Ontario,United States and Canada,46.719826,-81.166357,Exact,30 km NW of Garson,,,Sudbury,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,4.0,,,,,700.0,230000.0,,,,,Room & Pillar,,,,,37700.0,2007-07-09,,,Initial Capital Cost,"In July 2007, capital costs were estimated at $37.7 million (C$42.8 million) and sustaining capital at $3.7 million (C$4.2 million). (First Nickel PR 7/9/07)",2007.0,,,,,,,,,,,,,Premiere Ridge,Bowell,Canada,Inactive,Feasibility,2009.0,8366.25,0.7275,,,,1150000.0,,272433.02311960433,187347.66382297446,136295.42543121392,,,4.0,0.0040960000000000015,Feasibility-stage
988,37523.0,37523.0,Pulot,Nickel,4.0,04/2017,Open Pit,,,"Nickel,Cobalt,Iron Ore",Palawan,Asia-Pacific,9.07643,117.96385,Exact,135 km SW of Puerto Princesa,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,2.0,"Oriental Peninsula Resources Group, Inc. (Venturer) 99%; Unnamed Owner (Venturer) 1%",1.0,Private Interest (GR) 1%,,,,,,,,,,,,,2011.0,1.0,,,,,,,,,,,,,Contour,,Ore,,,,2010-04-09,,,Initial Capital Cost,"As of April 2009, Citinickel planned to develop the Toronto (profile# 119388) and Pulot  mines as open pit DSO's which would produce 1.2 million mt/y of ore each.  No processing would be conducted other than crushing of oversize ores using rock breakers or manual breaking.  Capital costs for development of both projects were reported as $15 million (P690 million).  Development of the mines began in 2007 with work put on hold due to the plunge in metal prices. (Oriental 12/08 AR 4/30/09)",2010.0,"Oriental Peninsula Resources Group, Inc.",Oriental Peninsula Resources Group Inc.,Oriental Peninsula,Venturer,99.0,100.0,Taguig City,"Taguig City, Metro Manila",Taguig City [PH],Metro Manila,Philippines,Asia-Pacific,Pulot,Espanola,Philippines,Temporarily On Hold,Satellite,2017.0,,1.51,,9.7,,,,,,,,,8.0,0.2621440000000001,Construction-stage
989,28013.0,28013.0,Punta Gorda,Nickel,3.0,03/2010,Open Pit,,,"Nickel,Cobalt",Holguín,Latin America and Caribbean,20.63556,-74.88194,Exact,4 km ESE of Moa; 146 km ESE of Holguín,,,,2.0,3.0,1.0,0.0,,,,,,,,,,,1.0,Cubaniquel (Owner) 100%,,,,,,,,,,,,,,,1988.0,,,,,,,,,,,,,,Open Pit,"Crushing, Flotation, Grinding, Leach","Concentrate, Sinter",,,570000.0,1982-11-01,,,Initial Capital Cost,"1982: Cuba's new Punta Gorda nickel plant was 55% complete. Punta Gorda, was being developed at a cost of $570 million, and was expected to be Cuba's third plant processing lateritic ore. (MM 11/82)",1982.0,Cubaniquel,Cubaniquel,Cubaniquel,,100.0,100.0,Havana,Havana,Havana [CU],,Cuba,Latin America and Caribbean,Punta Gorda,Comandante Ernesto Che Guevara,Cuba,Active,Operating,2010.0,460163.5244080492,1.15,25300.0,,,40014219.51374341,Sherritt International AnnInfForm 2019Reuters PR20181213,4326237.164923614,2161535.488165557,4975172.7396621555,0.005085250567946717,18.188281597156095,6.0,0.04665599999999999,Operating-stage
1002,27116.0,27116.0,Radio Hill,Nickel,3.0,03/2020,Open Pit,Underground,,"Nickel,Copper,Cobalt,Palladium,Platinum,Zinc,Gold",Western Australia,Asia-Pacific,-20.98235,116.86815,Exact,30 km S of Karratha,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,Artemis Resources Limited (Owner) 100%; Novo Resources Corp. (Fractional),2.0,North West Nickel (NPI) 10%; Sorrento Resources Pty Ltd. (NSR),,,,,,,,,,,,,2005.0,2.0,2013.0,1.0,2002.0,3.0,2010.0,,1515.0,500000.0,,,,,"Open Pit, Underground","Crushing, Flotation, Gravity, Grinding",Concentrate,,,33400.0,1997-09-15,,,Initial Capital Cost,"AGIP Australia commissioned the mine in 1991 at a cost of A$45 million.  The mine was closed within months, due to the low nickel price.  (AFR 9/15/97)",1997.0,Artemis Resources Limited,Artemis Resources Ltd.,Artemis Resources,,100.0,100.0,Perth,"Perth, Western Australia",Perth [AU],Western Australia,Australia,Asia-Pacific,Radio Hill,"47 Patch, 47K Patch, A1, Baynton, Bertram, Conqueror, E 47/3341, E47/1202, E47/1216, E47/1223, E47/1745, E47/2328, E47/3443, E47/3487, E47/3564, F-zone, L47/163, L47/93, Little Dingo, M47/1484, M47/161, M47/254, M47/337, M47/344, M47/345, M47/348, M47/7, M47/9, Monarch, Mt Scholl, Mt Sholl, Munni Munni, P47/1127, Patterson's Hut, Pipeline, R47/5, Razerline, Ruth Well, Ruth Well Exploration Licence 47/3487, RW1, RW2, RW3, Sholl, Sholl A1, Sholl B1, Sholl B2, Test Pit, Whundo, Z con, Zac, Zone A",Australia,Active,Feasibility,2020.0,,0.52,,1.15,,,,,,,,,4.0,0.0040960000000000015,Feasibility-stage
1003,26073.0,26073.0,Raglan,Nickel,5.0,05/2018,Underground,Open Pit,,"Nickel,Copper,Cobalt,Palladium,Platinum,Rhodium,Gold,Silver",Quebec,United States and Canada,61.684206,-73.676764,Exact,100 km ESE of Salluit,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,Glencore plc (Owner) 100%,1.0,Native Title (NSR) 4.5%,,,,,,,,,,,,,1998.0,2.0,1998.0,3.0,,,,,3900.0,1300000.0,,,,,Cut & Fill Stoping,"Crushing, Flotation, Semi-Autogenous Grinding",Concentrate,,,473000.0,2002-02-01,,,Initial Capital Cost,"Falconbridge spent C$700 million, including all pre-development costs, to develop Raglan. Commercial production began in April 1998. (Falconbridge WS 2/02)",2002.0,Glencore plc,Glencore PLC,Glencore,,100.0,100.0,Baar,"Baar, Zug",Baar [CH],Zug,Switzerland,Europe,Raglan,"13-14, 2-3, 5-8, Cross Lake, Donaldson, INO, Katinniq, Kattiniq, Kikialik, Qakimajurq, Sudbury Operations, Zone 2, Zone 3",Canada,Active,Operating,2018.0,657800.0,2.2,69310.0,,1943360.0,29900000.0,"Staples et al., 2019Glencore AnnRpt 2019",6848289.466755903,3512554.2458048854,7727619.340770748,0.008969127093815553,9.490693983552157,4.0,0.0040960000000000015,Operating-stage
1009,27187.0,27187.0,Ramu,Nickel,2.0,02/2021,Open Pit,,,"Nickel,Cobalt,Chromite",Madang,Asia-Pacific,-5.57,145.195,Exact,75 km WSW of Madang,The Ramu property is located in the northern foothills of the Papua New Guinea Highlands in close proximity to the Rame River Valley. (NORD 1990 10K)    The property is located 763 m above sea level.  (NORD 1990 Prospectus),,,3.0,3.0,3.0,0.0,,,,,,,,,,,7.0,"Metallurgical Corporation of China Ltd. (Venturer) 56.97%; Jilin Jien Nickel Industry Co., Ltd. (Venturer) 11.05%; Jiuquan Iron and Steel (Group) Co., Ltd. (Venturer) 11.05%; Jinchuan Group International Resources Co. Ltd (Venturer) 5.93%; Mineral Resources Development Corp (Venturer) 3.94%; Local Interest (Venturer) 2.5%; Nickel 28 Capital Corp. (Carried) 8.56%",,,,,,,,,,,,,,,2012.0,4.0,2012.0,2.0,,,2061.0,,10300.0,3400000.0,,,,,Open Pit,High Pressure Acid Leach,"Concentrate, Hydroxide",,,2100000.0,1998-11-17,,,Initial Capital Cost,"In 2013, Highlands Pacific reported that Ramu cost $2.1 billion. (Highlands 12/31 AR)_x000D_
	As of April 2011, the total cost of the Ramu mine was $1.5 billion. (Highlands 3/11 QR 4/29/11)_x000D_
	As of April 2010, the Ramu project was fully funded at $1.4 billion. All major items were purchased, shipped to site, and in an advanced stage of installation and commissioning. Commissioning was expected to be completed during the September 2010 quarter. (Highlands 3/10 QR 4/28/10)_x000D_
	In June 2009, expended capital at Ramu totaled $1 billion. Procurement was 90% completed, with construction progressing well. The 135-km slurry pipeline was 75% complete, with all major river crossings finished. (Highlands PR 6/9/09)_x000D_
	In April 2008, the cost to develop Ramu was reported at $1.37 billion and was to be financed by approximately 70% debt and 30% equity. Financing from Chinese banking institutions would account for approximately 40% of the project cost, with a further 30% being provided by way of a shareholder loan from the Chinese syndicate involved in the project. The 30% equity would be funded by the Chinese syndicate (on behalf of all Joint Venture partners). The debt would be repaid over a 10-year period. _x000D_
	The 3.3 million-mt/y operation was projected to produce 31,150 mt/y of nickel and 3,300 mt/y of cobalt over 20 years. (Highlands Pacific 12/07 AR 4/18/08) _x000D_
Financing of the $1.37 billion development is as follows (approximately):_x000D_
• $344 million supplied by MCC and other MCC-JJJ shareholders as equity on behalf of all joint venture partners;_x000D_
• $560 million debt financing from the Export-Import Bank of China (China Eximbank); and_x000D_
• $473 million debt financing from MCC-JJJ Mining Development Company Limited as a shareholder loan._x000D_
(Highlands Pacific 7/23/08)_x000D_
	In November 2006, the cost of the Ramu project was stated at $800 million, 75% of which would be funded by the China Development Bank and the China Import and Export Bank. (ICM 11/10/06)_x000D_
	By October 2006, planned investment was $780 million. (Antaike Copper and Nickel Monthly 10/06)_x000D_
	In May 2005, capital costs were estimated at $750 million. (ICM 5/26/06)_x000D_
	In October, 2005, the total investment of the project was $673.35 million, with $101 million to be raised by China Metallurgical Construction Group, and  the remaining 85% to be arranged by MMC from bank loans. (Antaike 10/31/05)_x000D_
	In June 2004, development costs were estimated at $650 million. (ICM 6/21/04)_x000D_
  	In November 1998, based on a two-year feasibility study, the capital cost was estimated at $838 million, including approximately $200 million in infrastructure costs and $50 million in working capital and owner's costs. A post-feasibility engineering review suggested the potential to reduce the capital cost by up to 10%.    Nord and Highlands were investigating alternatives for financing the project. (Nord Pacific 11/17/98)",1998.0,Metallurgical Corporation of China Ltd.,Metallurgical Corp. of China Ltd.,MCC,Venturer,56.97,100.0,Beijing,Beijing,Beijing [CN],Beijing,China,Asia-Pacific,Ramu,"Basamuk, Danagari, EL 1178, EL 193, EL 2376, EL 2579, Greater Ramu, KBK, Kurumbukan, Kurumbukari, LMP 42, LMP 43, LMP 44, LMP 45, LMP 47, LMP 48, LMP 49, ME 75, ME 76, ME 77, ME 78, ME 79, ML 149, Ramu Nico, Ramu River, Ramu West, Raymu, Remy, Rui Ramu, Ruimu, SML 8",Papua New Guinea,Active,Operating,2021.0,504000.0,0.9,37698.0,136.0,1284000.0,56000000.0,Regency Mines PR 20120613Conic Metals Corp PR20200224,4212480.299143111,2041983.8278551586,3791232.2692288,0.00994346885733498,13.3694095177463,9.0,0.531441,Operating-stage
